period,branch_id,branch_name,customer_segment,product_type,budget_revenue,actual_revenue,budget_trade_volume,actual_trade_volume,budget_commission_rate,actual_commission_rate,total_variance,volume_effect,rate_effect,mix_effect,explanation
2025-01,B009,重庆营业部,INSTITUTION,BOND,234017.63,178244.6,1187955013.89,1028217830.91,0.00019699,0.00017335,-55773.03,-31466.63,-24307.07,0.67,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-01,B009,重庆营业部,INSTITUTION,ETF,497287.47,378769.78,2216550208.85,1918504001.57,0.00022435,0.00019743,-118517.69,-66866.67,-51646.13,-4.9,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,RETAIL,STOCK,13563236.89,11739469.81,34884868550.45,31452197485.09,0.0003888,0.00037325,-1823767.08,-1334622.51,-489081.67,-62.9,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,RETAIL,FUND,3975431.5,3440879.08,11360972516.43,10243052820.81,0.00034992,0.00033592,-534552.42,-391182.46,-143402.74,32.78,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,RETAIL,BOND,1870791.3,1619237.21,6682925009.67,6025325188.71,0.00027994,0.00026874,-251554.09,-184088.49,-67483.64,18.05,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,RETAIL,ETF,3975431.5,3440879.08,12469360079.01,11242375047.24,0.00031882,0.00030606,-534552.42,-391187.37,-143452.71,87.65,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,HNW,STOCK,6055016.47,5240834.74,17893074674.43,16132396126.47,0.0003384,0.00032486,-814181.73,-595813.62,-218432.64,64.53,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,HNW,FUND,1774746.21,1536106.73,5827246541.48,5253845481.8,0.00030456,0.00029238,-238639.48,-174635.03,-63991.84,-12.62,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,HNW,BOND,835174.69,722873.76,3427792083.23,3090497342.24,0.00024365,0.0002339,-112300.93,-82181.86,-30132.35,13.28,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,HNW,ETF,1774746.21,1536106.73,6395758399.19,5766415772.71,0.00027749,0.00026639,-238639.48,-174636.29,-64007.22,4.02,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,INSTITUTION,STOCK,4601812.52,3505070.27,16819490193.97,14557874264.53,0.0002736,0.00024077,-1096742.25,-618778.12,-477935.01,-29.12,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,INSTITUTION,FUND,1348807.12,1027348.18,5477611748.99,4741070162.78,0.00024624,0.00021669,-321458.94,-181366.0,-140098.62,5.68,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,INSTITUTION,BOND,634732.76,483457.97,3222124558.23,2788864801.63,0.00019699,0.00017335,-151274.79,-85347.84,-65928.76,1.81,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B001,深圳营业部,INSTITUTION,ETF,1348807.12,1027348.18,6012012895.24,5203613593.29,0.00022435,0.00019743,-321458.94,-181364.38,-140081.28,-13.28,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,RETAIL,STOCK,23473441.98,18472847.69,72448895005.58,62653804400.83,0.000324,0.00029484,-5000594.29,-3173609.36,-1826984.94,0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,RETAIL,FUND,6880146.79,5414455.36,23594467722.12,20404495686.09,0.0002916,0.00026536,-1465691.43,-930195.85,-535413.97,-81.62,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,RETAIL,BOND,3237716.14,2547978.99,13879098660.07,12002644521.23,0.00023328,0.00021228,-689737.15,-437739.22,-252055.53,57.61,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,RETAIL,ETF,6880146.79,5414455.36,25896367012.09,22395178192.05,0.00026568,0.00024177,-1465691.43,-930195.85,-535468.71,-26.87,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,HNW,STOCK,10479215.17,8246807.0,37160337483.87,32136259856.05,0.000282,0.00025662,-2232408.17,-1416789.89,-815618.28,-0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,HNW,FUND,3071494.1,2417167.57,12102025617.35,10465831753.89,0.0002538,0.00023096,-654326.53,-415266.0,-239039.6,-20.93,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,HNW,BOND,1445408.99,1137490.62,7118838598.44,6156371619.93,0.00020304,0.00018477,-307918.37,-195419.3,-112476.91,-22.17,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,HNW,ETF,3071494.1,2417167.57,13282711043.43,11486888510.36,0.00023124,0.00021043,-654326.53,-415266.0,-239042.15,-18.38,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,INSTITUTION,STOCK,7964203.53,5818512.03,34930717234.83,28999760894.1,0.000228,0.00020064,-2145691.5,-1352258.05,-793433.46,0.0,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,INSTITUTION,FUND,2334335.52,1705425.94,11375904080.31,9444366574.71,0.0002052,0.00018058,-628909.58,-396351.5,-232520.31,-37.78,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,INSTITUTION,BOND,1098510.83,802553.38,6691708282.54,5555509749.83,0.00016416,0.00014446,-295957.45,-186518.35,-109443.54,4.44,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B002,上海营业部,INSTITUTION,ETF,2334335.52,1705425.94,12485748380.83,10365768191.75,0.00018696,0.00016452,-628909.58,-396351.5,-232607.84,49.75,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,RETAIL,STOCK,11754805.31,10174207.17,31824792361.82,28693232793.41,0.00036936,0.00035459,-1580598.14,-1156672.84,-423799.05,-126.25,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,RETAIL,FUND,3445373.97,2982095.2,10364395979.9,9344539415.48,0.00033242,0.00031913,-463278.77,-339020.72,-124188.93,-69.12,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,RETAIL,BOND,1621352.46,1403338.92,6096703517.59,5496787891.46,0.00026594,0.0002553,-218013.54,-159541.56,-58485.82,13.84,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,RETAIL,ETF,3445373.97,2982095.2,11375556563.31,10256201797.48,0.00030288,0.00029076,-463278.77,-339030.17,-124305.17,56.57,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,HNW,STOCK,5247680.94,4542056.77,16323506720.54,14717273659.24,0.00032148,0.00030862,-705624.17,-516371.8,-189264.14,11.77,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,HNW,FUND,1538113.38,1331292.5,5316084564.16,4792981843.05,0.00028933,0.00027776,-206820.88,-151349.31,-55454.8,-16.77,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,HNW,BOND,723818.06,626490.59,3127108567.15,2819401084.14,0.00023147,0.00022221,-97327.47,-71225.05,-26107.65,5.24,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,HNW,ETF,1538113.38,1331292.5,5834726960.66,5260589827.73,0.00026361,0.00025307,-206820.88,-151348.29,-55446.62,-25.97,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,INSTITUTION,STOCK,3988237.51,3037727.57,15344096317.3,13280867750.09,0.00025992,0.00022873,-950509.94,-536274.37,-414230.27,-5.31,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,INSTITUTION,FUND,1168966.17,890368.43,4997119490.31,4325186815.16,0.00023393,0.00020586,-278597.74,-157185.21,-121407.99,-4.54,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,INSTITUTION,BOND,550101.73,418996.91,2939482053.12,2544227538.33,0.00018714,0.00016469,-131104.82,-73967.93,-57117.91,-18.98,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B003,北京营业部,INSTITUTION,ETF,1168966.17,890368.43,5484643343.02,4747156260.55,0.00021313,0.00018756,-278597.74,-157180.62,-121384.79,-32.33,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,RETAIL,STOCK,9042157.93,7826313.2,23256579033.64,20968131656.73,0.0003888,0.00037325,-1215844.73,-889748.34,-326054.45,-41.94,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,RETAIL,FUND,2650287.67,2293919.39,7573981677.62,6828701880.54,0.00034992,0.00033592,-356368.28,-260788.31,-95601.83,21.85,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,RETAIL,BOND,1247194.2,1079491.48,4455283339.78,4016883459.14,0.00027994,0.00026874,-167702.72,-122725.66,-44989.09,12.04,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,RETAIL,ETF,2650287.67,2293919.39,8312906719.34,7494916698.16,0.00031882,0.00030606,-356368.28,-260791.58,-95635.14,58.44,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,HNW,STOCK,4036677.65,3493889.82,11928716449.62,10754930750.98,0.0003384,0.00032486,-542787.83,-397209.08,-145621.76,43.01,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,HNW,FUND,1183164.14,1024071.16,3884831027.66,3502563654.53,0.00030456,0.00029238,-159092.98,-116423.35,-42661.23,-8.4,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,HNW,BOND,556783.12,481915.84,2285194722.15,2060331561.49,0.00024365,0.0002339,-74867.28,-54787.91,-20088.23,8.86,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,HNW,ETF,1183164.14,1024071.16,4263838932.79,3844277181.81,0.00027749,0.00026639,-159092.98,-116424.19,-42671.48,2.69,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,INSTITUTION,STOCK,3067875.01,2336713.51,11212993462.65,9705249509.68,0.0002736,0.00024077,-731161.5,-412518.75,-318623.34,-19.41,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,INSTITUTION,FUND,899204.74,684898.79,3651741166.0,3160713441.85,0.00024624,0.00021669,-214305.95,-120910.67,-93399.08,3.8,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,INSTITUTION,BOND,423155.17,322305.31,2148083038.82,1859243201.09,0.00019699,0.00017335,-100849.86,-56898.56,-43952.51,1.21,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B004,广州营业部,INSTITUTION,ETF,899204.74,684898.79,4008008596.82,3469075728.86,0.00022435,0.00019743,-214305.95,-120909.59,-93387.52,-8.84,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,RETAIL,STOCK,8137942.14,7043681.88,20930921130.27,18871318491.05,0.0003888,0.00037325,-1094260.26,-800773.51,-293449.0,-37.75,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,RETAIL,FUND,2385258.9,2064527.45,6816583509.86,6145831692.49,0.00034992,0.00033592,-320731.45,-234709.48,-86041.64,19.67,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,RETAIL,BOND,1122474.78,971542.33,4009755005.8,3615195113.23,0.00027994,0.00026874,-150932.45,-110453.1,-40490.19,10.83,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,RETAIL,ETF,2385258.9,2064527.45,7481616047.41,6745425028.34,0.00031882,0.00030606,-320731.45,-234712.42,-86071.62,52.59,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,HNW,STOCK,3633009.88,3144500.84,10735844804.66,9679437675.88,0.0003384,0.00032486,-488509.04,-357488.17,-131059.59,38.72,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,HNW,FUND,1064847.72,921664.04,3496347924.89,3152307289.08,0.00030456,0.00029238,-143183.68,-104781.02,-38395.1,-7.56,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,HNW,BOND,501104.81,433724.25,2056675249.94,1854298405.34,0.00024365,0.0002339,-67380.56,-49309.12,-18079.41,7.97,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,HNW,ETF,1064847.72,921664.04,3837455039.51,3459849463.62,0.00027749,0.00026639,-143183.68,-104781.77,-38404.33,2.42,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,INSTITUTION,STOCK,2761087.51,2103042.16,10091694116.38,8734724558.72,0.0002736,0.00024077,-658045.35,-371266.87,-286761.01,-17.47,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,INSTITUTION,FUND,809284.27,616408.91,3286567049.4,2844642097.67,0.00024624,0.00021669,-192875.36,-108819.6,-84059.17,3.41,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,INSTITUTION,BOND,380839.66,290074.78,1933274734.94,1673318880.98,0.00019699,0.00017335,-90764.88,-51208.7,-39557.26,1.08,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B005,杭州营业部,INSTITUTION,ETF,809284.27,616408.91,3607207737.14,3122168155.98,0.00022435,0.00019743,-192875.36,-108818.63,-84048.77,-7.96,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B006,成都营业部,RETAIL,STOCK,7233726.34,6261050.56,18605263226.91,16774505325.38,0.0003888,0.00037325,-972675.78,-711798.67,-260843.56,-33.55,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B006,成都营业部,RETAIL,FUND,2120230.13,1835135.51,6059185342.1,5462961504.43,0.00034992,0.00033592,-285094.62,-208630.65,-76481.46,17.49,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B006,成都营业部,RETAIL,BOND,997755.36,863593.18,3564226671.82,3213506767.31,0.00027994,0.00026874,-134162.18,-98180.53,-35991.28,9.63,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
2025-02,B006,成都营业部,RETAIL,ETF,2120230.13,1835135.51,6650325375.47,5995933358.53,0.00031882,0.00030606,-285094.62,-208633.26,-76508.11,46.75,经纪佣金收入 = 交易量 × 平均佣金率；差异按营业部、客户分层和产品类型拆解。
